id,Title,Address,Phone,Email,Web,Schedule,About,Image,Reviews_number
774,White Tiger Schools,"1990 Westwood Blvd, Ste 105, Los Angeles, CA 90025",(310) 446-5566,NULL,whitetigerschools.com,"Mon 10:00 am - 10:00 pm;
Tue 12:00 pm - 10:00 pm;
Wed 10:00 am - 10:00 pm;
Thu 12:00 pm - 10:00 pm;
Fri 10:00 am - 8:30 pm;
Sat 10:00 am - 3:00 pm;
Sun Closed","We are a martial arts school in Los Angeles and we specialize in White Tiger Kung Fu and Qigong training.  Explore the world of self defense with us in a fun, supportive and safe environment.
This Southern Shaolin style remains intact to this day with all forms and herbal remedies",https://s3-media0.fl.yelpcdn.com/bphoto/TaceZ4Em8VrgobqNJmWQ4A/l.jpg,40
776,CrossFit Aviator,"6216 Manchester Ave, Los Angeles, CA 90045",(310) 595-1254,NULL,crossfitaviator.com,,"CrossFit Aviator is a fitness training gym serving clients in the Los Angeles area. CrossFit itself is the principal strength and conditioning program for many police academies, tactical operations teams, military special operations units, champion martial artists, and professional athletes worldwide. Our program delivers a fitness that is, by design, broad, general, and inclusive. Our specialty is not specializing. Combat, survival, many sports, and life reward this kind of fitness and, on average, punish the specialist. Are you ready to get fit? Contact us today to get started!
Crossfit Aviator was started by Bob Weaver and then purchased by 3 members Sarah Steigleder, Briggs Goldberg and Kathleen in 2015 to continue the original community",https://s3-media0.fl.yelpcdn.com/bphoto/q7fe9_bJxBxN-GLA_4Xcvw/l.jpg,34
777,LA Sant Mat Meditation Center,"7726 W Manchester Ave, Playa Del Rey, CA 90293",(310) 821-3321,NULL,santmat.net,,"We teach meditation, free of charge to anyone who is sincerely interested in learning.New students need to meet for a one hour discussion about the theory and practice of meditation...if you like what you hear, you are invited to come and sit in with the larger group at other meetings. Please give a call to the number listed above to set an appointment.This is always free. There is never a charge to participate.
We have been at this location for fifteen years. We just finished a major remodel in April. The meditation group at this location moved here because it's in a quiet neighborhood, with lots of free parking",,0
778,Play Golf LA,"6900 W Manchester Ave, Los Angeles, CA 90045",(310) 621-7798,NULL,PlayGolfLA.com,"Mon 9:00 am - 9:00 pm;
Tue 9:00 am - 9:00 pm;
Wed 9:00 am - 9:00 pm;
Thu 9:00 am - 9:00 pm;
Fri 5:00 pm - 8:00 pm;
Sat 8:00 am - 7:00 pm;
Sun 9:00 am - 5:00 pm","Enjoy a practice session with a Certified PGA Professional by Your Side. Increase your skill set and become a master of your swing. Lessons held at Westchester Golf Course with Sean Keller, PGA. 
",https://s3-media0.fl.yelpcdn.com/bphoto/jxPfI4ra3Sv4XFz7l8045g/l.jpg,0
779,Sam Hale,"8212 Handley Ave, Los Angeles, CA 90045",(310) 561-5750,NULL,,,,https://s3-media0.fl.yelpcdn.com/bphoto/0LC2ccRX44ZXVRiGJ06PMw/o.jpg,0
780,Artistico School of Dance,"8939 S Sepulveda Blvd, Ste 105, Los Angeles, CA 90045",(818) 445-0227,NULL,artisticodance.com,"Mon 10:30 am - 11:30 am & 4:00 pm - 10:00 pm;
Tue 4:00 pm - 10:00 pm;
Wed 4:00 pm - 10:00 pm;
Thu 4:00 pm - 10:00 pm;
Fri 9:30 am - 11:30 am & 4:00 pm - 10:00 pm;
Sat 9:00 am - 10:00 pm;
Sun 10:00 am - 3:00 pm","Artistico School of Dance provides quality dance instruction to both children and adults. Our goal is to create life long dancers who appreciate what dance can do for ones heart, mind, body, and soul. At Artistico, we are student focused. We strive to surpass our students needs and to provide them with a safe, inspiring, and nurturing environment where they can grow as well-rounded dancers
",https://s3-media0.fl.yelpcdn.com/bphoto/oaxdMY6DRexuPwg_rwIWgw/l.jpg,8
781,Dr Fitness USA,"8407 Lincoln Blvd, Venice, CA 90045",(424) 245-6560,NULL,drfitnessusa.com,,"We help busy women and men with NO TIME, get 20% to 50% stronger in 20 minutes; look and feel 15 years younger and achieve a pain free life.
Dr Fitness USA is the creator of the Body Design Formula prescription strength training protocol, a recognized professional empowerment speaker as a pioneer for his successful work with pain management and postural realignment, which affects mood behavior and productivity",https://s3-media0.fl.yelpcdn.com/bphoto/bThu_-lhZFdbTlMJfLJiCw/l.jpg,3
782,UCLA Club Sports - John Wooden Center,"221 Westwood Plz, Los Angeles, CA 90077",(310) 206-8307,NULL,recreation.ucla.edu/martialart…,"Mon 5:30 am - 12:30 am;
Tue 5:30 am - 12:30 am;
Wed 5:30 am - 12:30 am;
Thu 5:30 am - 12:30 am;
Fri 5:30 am - 9:30 pm;
Sat 9:00 am - 7:30 pm;
Sun 9:00 am - 10:30 pm",,,1
783,Pilates 4 Bruins,"Veteran Ave, Los Angeles, CA 90024",,NULL,,,,,0
784,Powerserge Fitness,"10960 Wilshire Blvd, Westwood, CA 90024",(818) 314-2426,NULL,Powersergefitness.com,,,,0
785,RAW Sports Yoga,"1140 Westwood Blvd, Los Angeles, CA 90024",(949) 374-3177,NULL,yogatrail.com/teacher/lindsay-…,,,,0
786,People Walker,"907 Westwood Blvd, Ste 105, Los Angeles, CA 90024",(424) 341-2630,NULL,peoplewalker.com,,"People Walker is a platform which enables connections between clients and safe, reliable walking partners!People Walker is a quick and easy way to get you out of your chair and moving, leaving you happier, healthier, and more connected than before!But it's more than just a walk... it's conversation, accountability, motivation, exploration, sightseeing or simply a new experience.
",https://s3-media0.fl.yelpcdn.com/bphoto/WY_3jGAt5Fx5creTlvdJLw/l.jpg,1
787,Metabolic Project,"1401 Westwood Blvd, Los Angeles, CA 90024",(310) 479-7778,NULL,,,,,0
788,Friends Research Institute,"11075 Santa Monica Blvd, Ste 350, Los Angeles, CA 90025",(818) 763-7940,NULL,,,,,0
790,DANCE a GOGO,"10936 Santa Monica Blvd, LA DanceFit Studio, Los Angeles, CA 90025",(310) 929-7015,NULL,danceagogo.com,,"You don't need to dance with a star to feel like a star :)It's when Pussycat dolls workout meets Zumba, you know what Dance a GoGo is about. You'll sweat, run, jump, kick, dance, grind and do your regular butt lifts. Guaranteed to sweat and let our your sensual side. Pole dancing isn't cardio, cardio isn't pole dancing. What about you get the best of the two worlds ? That's Dance a GoGo!
www.danceagogo.comNew York City in 2004 - Dance a GoGo Workshop was established, by Andrea Lin, in Manhattan and toured nationally continuing educating women about popular dancing within the fitness aspect. Myrtle Beach in 2005 -Dance a GoGo Master Camp designed for GoGo dancers was launched in the top tourist spot, Myrtle Beach. It consists of basic dance training for night club performers, choreography instructions and live show performances for both aspiring and professional GoGo dancers.Los Angeles in 2007 -Dance a GoGo Sexy Nightclub Workout 3 DVD Series were created. Pre-released online in March 2008. Officially released in September 2009. Dance a GoGo uses the hottest nightclub moves to provide a fitness routine designed specifically to bring out your inner sex appeal while toning your body. The DVD series combine not just choreography and exercise but also sexiness, grace and empowerment. Los Angeles in 2012 - Burlesque 6 DVD series coming soon..",https://s3-media0.fl.yelpcdn.com/bphoto/8h5TwzQllWVAA2A5vSyipw/l.jpg,4
791,Westwood Recreational Center Indoor Pool,"1350 S Sepulveda Blvd, Los Angeles, CA 90025",(310) 478-7019,NULL,laparks.org,,,https://s3-media0.fl.yelpcdn.com/bphoto/oHn28yid1qyNOiVwnv6ZUA/l.jpg,30
792,Commando Combatives and Calculus,"South Pasadena, CA 91030",(323) 861-2625,NULL,commandocombativesandcalculus.…,"Mon 8:00 pm - 10:00 pm;
Tue 8:00 pm - 10:00 pm;
Wed 8:00 pm - 10:00 pm;
Thu 8:00 pm - 10:00 pm;
Fri 2:00 pm - 10:00 pm;
Sat Closed;
Sun 2:00 pm - 10:00 pm","Online tutoring using Zoom is available!I specialize in self-defense instruction and tutoring math, science (physics, chemistry, biology), and electrical engineering.  The style of self-defense that I teach is based mainly on fighting methods taught to Allied commandos during World War Two, plus some techniques taught to CIA officers, US Army Special Forces, and US Marines.  This is simple, practical, brutally effective self-defense, NOT MMA or sport fighting.  Many techniques that I teach would be illegal in a sporting match.Need help preparing for a standardized test like the SAT or AP exams?  I can help!  I have extensive experience helping students prepare for standardized tests as well as general schoolwork.  I am especially good at algebra, trigonometry, and calculus.  For those in physics, my strongest area is electric circuits.  If you cannot meet in person, I am available to tutor online using Zoom.
Initially opened for business in early 2019, although began teaching self-defense in late 2018",https://s3-media0.fl.yelpcdn.com/bphoto/n4dmAql0CLrSkyaBD1DZCw/l.jpg,1
793,Jason Ferine Physical Therapy and Fitness Training,"2300 Westwood Blvd, Ste 100, Los Angeles, CA 90064",(424) 365-2083,NULL,jasonferinephysicaltherapy.com,"Mon 7:00 am - 7:00 pm;
Tue 7:00 am - 7:00 pm;
Wed 7:00 am - 7:00 pm;
Thu 7:00 am - 7:00 pm;
Fri 7:00 am - 7:00 pm;
Sat Closed;
Sun Closed","Jason Ferine Physical Therapy and Fitness Training provides one on one physical therapy and fitness training at our office in West LA or your preferred location. We specialize in manual therapy, corrective exercise, strength training, sport specific training, weight loss training, nutritional guidance, and client education. All sessions are by appointment only. Service areas for home or office visits includes West LA, Bel Air, Beverly Hills, Beverlywood, Brentwood, Mar Vista, Santa Monica, and Pacific Palisades.
In October of 2014, JFPT opened a clinic within Bay Chiropractic offices to provide clients, and patients, with broader and more comprehensive treatments.In August 2016  we started renovating out new office space in West LA.  We have officially opened our new office as of January 1, 2017",https://s3-media0.fl.yelpcdn.com/bphoto/WjxHWroaJ4Sn3A4aWLdSHA/l.jpg,4
794,Jake Tiesler Personal Training,"Sunset Blvd, Brentwood, CA 90049",(615) 589-2438,NULL,jaketrainsla.com,"Mon 5:00 am - 8:00 pm;
Tue 5:00 am - 8:00 pm;
Wed 5:00 am - 8:00 pm;
Thu 5:00 am - 8:00 pm;
Fri 5:00 am - 8:00 pm;
Sat Closed;
Sun Closed","Executive Personal Training services in the Brentwood/Beverly Hills area specializing in body recomposition by nutrition and resistance training. $250/hour one on one (In Home/On Site)
I started working as a personal trainer in the Brentwood area as soon as I arrived to California in 2010",https://s3-media0.fl.yelpcdn.com/bphoto/a5iJIPauSQdNTeELkjvzCw/l.jpg,0
795,ME Life,"Marina del Rey, CA 90292",(310) 254-8903,NULL,melife.today,"Mon 5:30 am - 8:00 pm;
Tue 6:30 am - 8:00 pm;
Wed 5:30 am - 8:00 pm;
Thu 6:30 am - 8:00 pm;
Fri 5:30 am - 8:00 pm;
Sat 9:00 am - 3:00 pm;
Sun Closed","We offer an on-demand mobile personal and company health services. Anything from nutrition coaching and personal/group workouts to company wellbeing coordination. We each hold a MSc in Sports Science and Health, and a BA in Nutrition and Health with 10+ years in the industry. We are Danish rooted and ready to help you and/or your company towards your health and wellbeing goals. ME Life today - changing your tomorrow!
ME Life thinks big and new when it comes to our passion for health and we dare to sacrifice in order to gain a broad knowledge. Wexc2xb4ve left our friends and family behind to live in Los Angeles, California, in order to obtain, and personally test the latest health research and information. Wexc2xb4re looking into numerous aspects of healthy living, including everyday- and specialized foods, latest health supplements, as well as training routines, equipment and apparel. We also regularly attend health and beauty conventions to get the latest knowledge and inspiration",https://s3-media0.fl.yelpcdn.com/bphoto/7D8bDw2HegLqJ5WJeFW6aA/l.jpg,4
796,Diana Paschal Yoga & Coaching,"12050 Sylvester Street, Los Angeles, CA 90066",(615) 738-7151,NULL,dianapaschalyoga.com,"Mon 6:00 am - 8:00 pm;
Tue 6:00 am - 8:00 pm;
Wed 6:00 am - 8:00 pm;
Thu 6:00 am - 8:00 pm;
Fri 6:00 am - 8:00 pm;
Sat 6:00 am - 8:00 pm;
Sun 6:00 am - 8:00 pm","Yoga Therapy, Life Coaching, Holistic Nutrition, Mindfulness, Meditation, Somantic Healing, Yoga, Pranayama.
Teaching movement for 20 years, began teaching yoga, coaching healing work 5 years ago",https://s3-media0.fl.yelpcdn.com/bphoto/dxYcJqIxSrPyzZ5JMULCAg/l.jpg,2
797,Yoga With Lois,"12706 Venice Blvd, Los Angeles, CA 90066",(310) 310-0408,NULL,yogawithlois.com,"Mon 6:00 am - 9:00 pm;
Tue 6:00 am - 9:00 pm;
Wed 6:00 am - 9:00 pm;
Thu 6:00 am - 9:00 pm;
Fri 6:00 am - 9:00 pm;
Sat 6:00 am - 9:00 pm;
Sun Closed","Feeling unbalanced? Try Ayurveda!Ayurveda (pronounced eye+ur+vay+duh) is a holistic system of medicine from India that incorporates the body, mind and consciousness when evaluating disease. It is the sister-science to yoga and the two are used hand in hand to resolve physical, emotional and energetic imbalances.Integrating the principles of ayurveda, yoga, and meditation I will custom design a wellness plan to achieve your goals. Energetic imbalances often manifest as undiagnosable symptoms. If left unchecked, these may worsen and eventually manifest into disease. Using a holistic, supportive approach, I target the root cause to address energetic imbalances that are causing your symptoms (stress, anxiety, migraines, bloating, constipation, sinus congestion, lethargy, emotional eating, tinnitus, acne, anger, insomnia, ADHD, etc.). I integrate holistic practices (diet, detox, meditation, yoga) to support individuals with cancer and chronic illnesses. Always encouraging, I keep you focused on positive changes.Food as Medicine: Hire me to prepare seasonally fresh whole foods for you or your family that will nourish your body and feed your soul. More than a chef, I am a wellness provider using food as my medium. Corporate Stress Reduction and Wellness Programs:Stress is the leading cause of sickness resulting in lost productivity and declining revenues for companies. Hire me for onsite or offsite stress reduction class (including meditation, yoga, healthy eating, etc.).
",https://s3-media0.fl.yelpcdn.com/bphoto/s6irFZfJKZ8UP5fE68SUdA/o.jpg,2
